Title,Price,Size,Rating,Review Count,Category,Region,ABV,Body,Sweet-Dry Scale,Style,Tasting Notes,Food Pairing
Poli Grappa Moscato,50.99,750.0ml bottle,,,Muscat / Moscato / Moscatel,"Maine, United States",0.40,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Domaine Jean-Marc & Hugues Pavelot Savigny-les-Beaune,50.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Mitolo Gam Shiraz,50.99,750.0ml bottle,,,Syrah / Shiraz,"McLaren Vale, Australia",0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Thorn Clarke Randell Shiraz,50.99,750.0ml bottle,,,Syrah / Shiraz,Australia,0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Anaperenna Shiraz Cabernet (Godolphin),50.99,750.0ml bottle,,,Syrah / Shiraz,,,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Gaston Chiquet Tradition,50.99,750.0ml bottle,,,Sparkling Red Wine,France,,,,,,
"Ployez Jacquemart, Champagne Extra Brut Rose",50.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",,,,,,
Bernard Gaucher Champagne Rose,50.99,750.0ml bottle,,,Sparkling Rose Wine,"Champagne, France",,Medium,Semi-Sweet / Off-Dry,,,
Burgess Cabernet Sauvignon Library 2007,50.76,750.0ml bottle,,,Cabernet Sauvignon,"Napa County, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Miner Pinot Noir Rosella's 2011,50.67,750.0ml bottle,,,Pinot Noir,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Nina Lee Syrah,50.59,750.0ml bottle,,,Syrah / Shiraz,"Walla Walla Valley, United States",0.15,Full,Dry,Earthy & Spicy,Fruity,"Pork, Duck & Game Bird"
Kathryn Kennedy Lateral,50.52,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Jean Milan Grand Cru Blanc De Blancs,50.50,750.0ml bottle,,,Champagne Blend,France,0.12,,,,,
Snowden Cabernet Napa The Ranch,50.49,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Wine & Soul Anos Porto,50.49,750.0ml bottle,,,Port,"Oporto, Portugal",,,Sweet,,,
Aalto Tempranillo 2014,50.48,750.0ml bottle,,,Tempranillo,"Castilla y Leon, Spain",0.14,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Champagne Pommery Brut Apanage NV,50.47,750.0ml bottle,,,Champagne,France,0.13,,Dry,,"Apple, Balanced, Bright, Creamy, Crisp, Dry, Fresh, Green Apple, Light, Minerality, Pear, Round, Smooth, Vanilla, Yeasty","Beef, Cheese Blue, Cheese Creamy & Bloomy, Cheese Fresh & Soft, Cheese Hard Aged, Cheese Nutty & Semi-Firm, Cheese Stinky, Chicken, Cured Meats, Dessert Chocolate & Coffee, Dessert Fruit, Dessert Vanilla & Caramel, Duck & Game Bird, Fish Meaty & Oily, Fish White, Fruit Citrus, Fruit Dried, Fruit Sweet, Lamb, Mushrooms, Nuts, Pasta, Pork, Root Vegetables, Salads & Greens, Shellfish, Tomatoes, Turkey"
Paul Jaboulet Aine Crozes-Hermitage Domaine de Thalabert,50.39,750.0ml bottle,,,Rhone Blend,,,,,,,
Gemtree Obsidian Shiraz.,50.39,750.0ml bottle,,,Syrah / Shiraz,"McLaren Vale, Australia",,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Charles Mignon Comte De Marne Brut Rose Champagne,50.39,750.0ml bottle,,,Sparkling Blend,"Champagne, France",,,,,,
Perrier-Jouet Grand Brut Champagne,50.38,750.0ml bottle,4.9,(10 Reviews),Champagne,"Champagne, France",0.12,,,,"Round, Floral, Fruity, Balanced","Chicken, Salads & Greens"
Zisola Effe Emme P Verdot,50.32,750.0ml bottle,,,Petit Verdot,Italy,,Full,,,,
Louis de Sacy Brut Rose,50.30,750.0ml bottle,,,Champagne Blend,"Champagne, France",,,,,,
Kumeu Hunting Hill Chardonnay,50.27,750.0ml bottle,,,Chardonnay,"Auckland, New Zealand",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Prinsi Gaia Barbaresco,50.26,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Poderia Elia Barbaresco Serraca,50.08,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Les Belines Chateauneuf Du Pape,50.08,750.0ml bottle,,,Rhone Blend,"Cotes du Rhone, France",,,,,,
Union Sacre Cabernet Sauvignon,50.00,750.0ml bottle,,,Cabernet Sauvignon,United States,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Chartogne-Taillet Brut Sainte Anne,50.00,750.0ml bottle,,,Champagne Blend,France,0.12,,,,,
Tokyo Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Montreal Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Kyoto Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Jm Seleque Tradition Brut Champagne,50.00,750.0ml bottle,,,Sparkling Blend,"Champagne, France",,,,,,
Hawaii Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Shanghai Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Monaco Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Buenos Aires Veuve Brut Yellow Label,50.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Three Sticks Chardonnay,50.00,750.0ml bottle,,,Chardonnay,"Sonoma Coast, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Joseph Phelps Freestone Chardonnay Ovation,50.00,750.0ml bottle,,,Chardonnay,,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Marcarini  Barolo La Serra  2011,50.00,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.14,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Giornata Nebbiolo Luna Matta,50.00,750.0ml bottle,,,Nebbiolo,,,,,,,
Scar Of The Sea Seven Leagues Pinot Noir,50.00,750.0ml bottle,,,Pinot Noir,"California, United States",,,Dry,Fruity & Light,,
Domaine de la Cras L'Equilibriste Bourgogne Rouge,50.00,750.0ml bottle,,,Pinot Noir,,,,,,,
Flaneur Bon Vivant,50.00,750.0ml bottle,,,Pinot Noir,,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Stellekaya Orion,50.00,750.0ml bottle,,,Bordeaux Blend,"Stellenbosch, South Africa",0.15,,,,,
Gaja Ca' Marcanda Promis,50.00,750.0ml bottle,,,Sangiovese,,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Double Canyon Vineyard Syrah,50.00,750.0ml bottle,,,Syrah / Shiraz,"Washington, United States",0.14,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
A.Bergere Rose Champagne,50.00,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Balletto Sparkling Brut Rose,50.00,750.0ml bottle,,,Sparkling Rose Wine,,,,,,,
Austin Hope Cabernet Sauvignon,49.99,750.0ml bottle,5,(1 Reviews),Cabernet Sauvignon,"Paso Robles, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Orin Swift Palermo Cabernet Sauvignon,49.99,750.0ml bottle,4.5,(1 Reviews),Cabernet Sauvignon,"Napa Valley, United States",0.16,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Quilt Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.15,Full,Dry,Big & Bold,"Anise, Balanced, Berry, Cassis, Chocolate, Oak, Silky, Smooth, Supple, Vanilla","Beef, Cheese Nutty & Semi-Firm, Cured Meats, Duck & Game Bird, Lamb, Mushrooms, Nuts, Pasta, Pork, Turkey"
Clos Du Val Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.14,Full,Dry,Big & Bold,"Silky, Dark Fruit, Chocolate, Spicy","Beef, Lamb"
Clos Du Val Napa Valley Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Catena Alta Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,Argentina,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Mollydooker Gigglepot Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,Australia,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Segal's Petit Unfiltered Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,Israel,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
"Merryvale ""Reserve"" Cabernet",49.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Neyers Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Terra Valentine Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Spring Valley 'Derby' Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Walla Walla Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Worlds End If Six Was Nine Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Peju Winemaker's Select Napa Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa County, United States",0.15,,,,,
Miner Emily's Napa Valley Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Terrazas Single Vyd Cabernet,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Mendoza, Argentina",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Game Of Thrones Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Herzog Special Reserve Napa Valley Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Sequoia Grove Cabernet Sauvignon 2013,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Union Sacre La Passion Du Diable Cabernet,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Central Coast, United States",,Full,Dry,,,
Paul Hobbs Cabernet Sauvignon Crossbarn Sonoma,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Sonoma County, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Tobias Napa Cabernet Sauvignon,49.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Tabor Limited Edition Cabernet Sauvignon 1/11000,49.99,750.0ml bottle,,,Cabernet Sauvignon,,,,Dry,,,
Meli Melo Cabernet Sauvignon Napa Valley,49.99,750.0ml bottle,,,Cabernet Sauvignon,,0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Trinchero Cabernet Signature Napa,49.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Mano's Chiefs World Champions Etched Wine,49.99,750.0ml bottle,,,Cabernet Sauvignon,"Central Coast, United States",,,Dry,Big & Bold,,
Begali Amarone Classico,49.99,750.0ml bottle,,,Amarone,"Veneto, Italy",0.15,,,,,
Corte Giara Amarone della Valpolicella,49.99,750.0ml bottle,,,Amarone,"Veneto, Italy",0.15,Medium,,,"Acidic, Balanced, Cherry, Dry, Fruity, Herbal, Pepper","Duck & Game Bird, Tomatoes, Cheese Hard Aged, Shellfish"
Heartcraft by Ca' Momi Sparkling White Wine,49.99,750.0ml bottle,,,American Sparkling,"Napa Valley, United States",0.13,Full,Dry,,"Fresh, Green Apple, Honey, Light, Vanilla","Beef, Duck & Game Bird"
Taittinger Brut La Francaise,49.99,750.0ml bottle,5,(5 Reviews),Champagne Blend,"Champagne, France",0.12,,,,,
Billecart-Salmon Brut Reserve Champagne,49.99,750.0ml bottle,5,(1 Reviews),Champagne,"Champagne, France",0.12,,Dry,,"Acidic, Apple, Balanced, Biscuit, Bright, Citrus, Crisp, Dry, Flavored, Fresh, Fruity, Green Apple, Light, Minerality, Pear, Stone Fruit","Cheese Hard Aged, Cheese Nutty & Semi-Firm, Dessert Fruit, Fruit Citrus, Fruit Dried, Mushrooms, Nuts, Shellfish"
Veuve Clicquot Yellow Label Cassette Tape,49.99,750.0ml bottle,,,Champagne,"Champagne, France",0.12,,,,"Apple, Biscuit, Bready, Bright, Vanilla","Cheese Creamy & Bloomy, Cheese Hard Aged, Cheese Nutty & Semi-Firm, Cheese Stinky, Fish Meaty & Oily, Fish White, Shellfish, Tomatoes"
Alexandre Bonnet Perle Rose Brut Champagne NV,49.99,750.0ml bottle,,,Champagne,"Champagne, France",0.13,,Dry,,,
Marc Hebrart Champagne Brut cuvee Reserve,49.99,750.0ml bottle,,,Champagne,"Champagne, France",0.12,,,,,
Buena Vista La Victoire Brut Champagne,49.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Collet Brut Champagne,49.99,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Lallier Champagne,49.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Berlin Veuve Brut Yellow Label,49.99,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Camille Saves Brut Carte Blanche Champagne,49.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",,,,,,
Collet Brut Grand Art Champagne,49.99,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Joseph Perrier Brut Royale Champagne NV Gift Set,49.99,750.0ml bottle,,,Champagne,,,,,,,
Moutard Cuvee Des 2 Soeurs Brut Nature,49.99,750.0ml bottle,,,Champagne,France,,,,,,
Newton Unfiltered Chardonnnay ,49.99,750.0ml bottle,4.5,(1 Reviews),Chardonnay,"Napa Valley, United States",0.15,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Chateau Montelena Chardonnay,49.99,750.0ml bottle,4.5,(1 Reviews),Chardonnay,"Napa Valley, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Miner Family Wild Yeast Chardonnay Napa Valley,49.99,750.0ml bottle,,,Chardonnay,"Napa Valley, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Chateau Moutard Chablis Grand Cru,49.99,750.0ml bottle,,,Chardonnay,"Chablis, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Rabble Wine Co. Amor Fati Chardonnay,49.99,750.0ml bottle,,,Chardonnay,"Central Coast, United States",0.14,Full,Dry,Rich & Velvety,"Apple, Citrus, Oak, Stone Fruit, Tropical Fruit, Vanilla","Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Drouhin Vaudon Chablis Premier Cru,49.99,750.0ml bottle,,,Chardonnay,"Chablis, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
"Pali Chardonnay ""Award Winning """,49.99,750.0ml bottle,,,Chardonnay,"California, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Charles Montserat Chablis Premier Cru,49.99,750.0ml bottle,,,Chardonnay,France,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Monthelie Douhairet Porcheret Les Duresses Monthelie Blanc Premier Cru,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Bachey Legros Saint Aubin 1er Cru Les Champlots,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Domaine Chatelain Chablis Fourchaume,49.99,750.0ml bottle,,,Chardonnay,"Chablis, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Migration Sonoma Coast Chardonnay Charles Heintz Vineyard,49.99,750.0ml bottle,,,Chardonnay,"Sonoma Coast, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
San Fabaino Calcinaia Cerviolo,49.99,750.0ml bottle,,,Chardonnay,Italy,0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Vougeraie Beaune Pieres Blanche 2011,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Rk Monnot Extra Meurs Limozin,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Tantara Chardonnay,49.99,750.0ml bottle,,,Chardonnay,"Arroyo Grande Valley, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
William Fevre Chablis Fourchaume Premier Cru 2015,49.99,750.0ml bottle,,,Chardonnay,"Chablis, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Lodali Lorens Langhe Chardonnay,49.99,750.0ml bottle,,,Chardonnay,"Piedmonte, Italy",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Domaine Billaud Simon Les Vaillons 1er Cru,49.99,750.0ml bottle,,,Chardonnay,,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Hestan Vineyards Chardonnay San Francisco Bay,49.99,750.0ml bottle,,,Chardonnay,,0.15,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Cuvee Collines Des Tsugas Hemlock Hills Rully Blanc,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Demiere Ansiot Brut Blanc De Blancs Grand Cru,49.99,750.0ml bottle,,,Chardonnay,"Champagne, France",0.12,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Macphail Gaps Crown Chardonnay,49.99,750.0ml bottle,,,Chardonnay,"Sonoma County, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Gaston Andre Pere & Fils Chassagne-Montrachet,49.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,,,,,
Valdespino Palo Cortado Jerez Sherry,49.99,750.0ml bottle,,,Sherry,"Jerez-Xeres-Sherry, Spain",0.20,,,,,
Broadbent 10 Year Malmsey Madeira,49.99,750.0ml bottle,,,Madeira,"Madeira, Portugal",,,,,,
Delaforce Tawny 20 Yr,49.99,750.0ml bottle,,,Port,"Oporto, Portugal",,,Sweet,,,
Caymus Red Schooner,49.99,750.0ml bottle,,,Malbec,Argentina,0.15,Full,Dry,Big & Bold,"Earthy, Silky, Smooth","Pork, Mushrooms"
Catena Alta Malbec,49.99,750.0ml bottle,,,Malbec,Argentina,0.14,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Trapiche Suarez Lastra Malbec,49.99,750.0ml bottle,,,Malbec,Argentina,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
"Blackbird Vineyards ""Arise"" Red Blend",49.99,750.0ml bottle,,,Proprietary Red Blend,"California, United States",0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Paradigm Merlot Oakville,49.99,750.0ml bottle,,,Merlot,,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Kenefick Ranch Merlot 2012,49.99,750.0ml bottle,,,Merlot,"California, United States",0.16,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Rutherford Grove Rutherford Bench Merlot,49.99,750.0ml bottle,,,Merlot,"Napa Valley, United States",,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Once & Future Mataro,49.99,750.0ml bottle,,,Mourvedre / Monastrell,"California, United States",,,,,,
Oddero Barolo,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.15,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Paolo Scavino Barolo,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.15,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Produttori del Barbaresco Barbaresco Montefico,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.14,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Marchesi di Barolo Barbaresco,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Giacomo Fenocchio Barolo,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Cordero Barolo Monfalleto,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.15,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Paolo Conterno Riva del Bric Barolo,49.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Ridgeview Merret Bloomsbury,49.99,750.0ml bottle,,,Champagne Blend,England,0.12,,,,,
Fleury Blanc De Noir Champagne,49.99,750.0ml bottle,,,Other Sparkling Wine,"Champagne, France",0.12,,,,,
Jose Dhondt Champagne Blanc de Blancs Brut,49.99,750.0ml bottle,,,Other Sparkling Wine,"Champagne, France",0.13,,,,,
A. Margaine Le Demi-Sec Champagne Premier Cru,49.99,750.0ml bottle,,,Sparkling Blend,"Champagne, France",0.12,,,,,
Maxville Petite Sirah,49.99,750.0ml bottle,,,Petite Sirah,"Napa Valley, United States",0.15,Full,Dry,Earthy & Spicy,"Chocolate, Fruity, Silky","Beef, Cheese Hard Aged, Chicken, Duck & Game Bird, Lamb, Pork"
Flowers Sonoma Coast Pinot Noir,49.99,750.0ml bottle,4.8,(3 Reviews),Pinot Noir,"Sonoma Coast, United States",0.14,Light,Dry,Fruity & Light,"Balanced, Bright, Cherry, Floral, Red Fruit","Cured Meats, Duck & Game Bird, Fish Meaty & Oily, Lamb, Pasta"
Belle Glos Clark & Telephone Pinot Noir,49.99,750.0ml bottle,5,(2 Reviews),Pinot Noir,"Central Coast, United States",0.15,Light,,Big & Bold,"Balanced, Blueberry, Cherry, Cinnamon, Earthy, Silky, Smooth, Spicy, Vanilla, Velvety","Beef, Cheese Hard Aged, Cured Meats, Duck & Game Bird, Lamb, Mushrooms, Root Vegetables"
Belle Glos Pinot Noir Las Alturas,49.99,750.0ml bottle,5,(3 Reviews),Pinot Noir,"Monterey County, United States",0.15,Light,,Big & Bold,"Berry, Bold, Dark Fruit, Round, Silky, Supple, Vanilla","Cheese Hard Aged, Duck & Game Bird, Fish Meaty & Oily, Lamb, Mushrooms, Pasta, Pork"
The Prisoner Eternally Silenced Pinot Noir,49.99,750.0ml bottle,4.5,(4 Reviews),Pinot Noir,"California, United States",0.15,,,,,
Belle Glos Dairyman Pinot Noir,49.99,750.0ml bottle,5,(1 Reviews),Pinot Noir,"Russian River Valley, United States",0.15,Light,,Big & Bold,"Berry, Bold, Cherry, Earthy, Fruity, Smooth, Supple, Vanilla, Velvety","Beef, Duck & Game Bird, Lamb, Mushrooms, Pasta, Pork, Root Vegetables, Turkey"
Orin Swift Slander Pinot Noir,49.99,750.0ml bottle,,,Pinot Noir,,0.16,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Patz & Hall Sonoma Pinot Noir,49.99,750.0ml bottle,5,(2 Reviews),Pinot Noir,"Sonoma County, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Hanzell Pinot Noir,49.99,750.0ml bottle,,,Pinot Noir,"Sonoma Valley, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Eric Kent Pinot Noir Small Town,49.99,750.0ml bottle,,,Pinot Noir,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Blain-Gagnard Chassange Montrachet Rouge,49.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Archery Summit Pinot Noir Pr Cuv,49.99,750.0ml bottle,,,Pinot Noir,"Willamette Valley, United States",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
